timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action
2023-09-20 05:38:54,abc.def.ghi.jkl,96.84.220.59,34647.0,31865.0,TCP,DENY
2023-10-05 18:00:19,27.107.187.175,90.231.168.12,53297.0,17274.0,TCP,ALLOW
2023-09-17 19:42:51,238.126.248.139,999.999.999.999,19092.0,15339.0,ICMP,ALLOW
2023-05-03 12:04:36,20.125.179.127,176.103.83.176,23629.0,39895.0,UDP,ALLOW
2023-11-04 17:20:27,239.172.32.210,247.60.62.240,41199.0,41067.0,UDP,DENY
2023-05-08 13:33:22,93.101.98.145,124.187.112.238,412.0,41513.0,ICMP,ALLOW
2023-01-02 21:17:33,31.75.32.31,157.24.126.205,23684.0,48646.0,UDP,DENY
2023-06-09 16:53:03,212.98.253.147,45.70.244.94,34751.0,62643.0,ICMP,ALLOW
2023-03-28 23:19:47,205.38.160.165,190.208.147.66,53985.0,40571.0,UDP,DENY
2023-03-11 09:01:58,216.202.50.144,7.199.196.127,3824.0,34107.0,TCP,ALLOW
2023-05-11 14:19:16,3.2.133.14,181.100.143.153,59810.0,18700.0,ICMP,ALLOW
2023-01-26 16:18:55,172.101.217.200,84.194.246.94,6179.0,23417.0,ICMP,DENY
2023-05-13 17:42:07,204.86.95.149,206.199.24.197,59247.0,59748.0,ICMP,DENY
2023-01-11 15:59:36,33.83.80.177,222.121.5.128,48295.0,59726.0,UDP,DENY
2023-09-14 06:13:56,76.170.6.223,11.241.73.207,36807.0,50779.0,TCP,ALLOW
2023-11-26 20:18:17,193.125.35.20,66.187.34.146,55947.0,54398.0,UDP,ALLOW
2023-10-01 08:39:14,240.234.23.96,108.59.94.100,9945.0,46935.0,ICMP,ALLOW
2023-04-27 21:50:57,210.166.167.61,151.171.124.231,13555.0,23444.0,UDP,DENY
2023-08-08 02:42:23,23.61.207.178,66.255.7.140,6639.0,24300.0,TCP,
2023-11-26 05:16:08,4.239.114.31,120.225.242.234,62829.0,41532.0,UDP,DENY
2023-06-22 10:35:55,83.53.38.145,200.42.80.92,27137.0,55110.0,ICMP,DENY
2023-08-10 11:20:37,,234.124.188.197,33568.0,19903.0,ICMP,ALLOW
2023-03-03 14:12:34,116.15.121.172,165.202.166.156,32530.0,65534.0,TCP,DENY
2023-09-24 15:20:36,241.229.243.149,54.62.63.132,26557.0,64372.0,ICMP,ALLOW
2023-12-07 08:25:17,18.101.157.108,142.50.175.210,61560.0,62279.0,ICMP,DENY
2023-12-28 17:05:09,,43.154.106.191,10379.0,21365.0,TCP,DENY
2023-07-11 12:01:23,175.199.156.158,110.222.172.21,29438.0,58633.0,TCP,DENY
2023-01-11 07:51:31,206.243.209.192,68.32.216.98,32586.0,28904.0,TCP,DENY
2023-07-29 06:55:37,177.191.23.169,57.119.2.162,48602.0,46731.0,TCP,ALLOW
2023-08-23 05:28:56,68.178.135.34,158.253.199.222,37646.0,5021.0,ICMP,ALLOW
2023-09-23 19:27:46,236.174.133.97,37.150.134.7,10379.0,34361.0,ICMP,ALLOW
2023-06-18 13:40:13,11.123.153.144,144.17.225.85,19420.0,27380.0,TCP,ALLOW
2023-12-29 22:18:19,39.252.163.29,196.149.121.98,16998.0,42479.0,UDP,DENY
2023-10-21 09:10:56,169.194.110.14,93.38.121.226,2237.0,37869.0,UDP,DENY
2023-05-15 03:33:07,140.23.43.117,183.200.200.178,24352.0,38105.0,UDP,DENY
2023-03-31 01:56:13,143.236.73.248,176.82.41.98,48052.0,35963.0,ICMP,DENY
2023-12-19 15:02:43,53.86.120.36,8.205.24.230,48289.0,3910.0,ICMP,DENY
2023-07-28 12:57:18,73.187.149.15,225.29.195.62,54838.0,7689.0,UDP,DENY
2023-08-12 08:26:53,109.229.29.123,215.96.13.78,13265.0,42686.0,ICMP,DENY
2023-03-02 20:37:29,1.84.131.61,110.242.136.34,31139.0,59589.0,TCP,ALLOW
2023-06-13 14:30:30,234.241.14.237,112.139.133.44,17877.0,21970.0,ICMP,ALLOW
2023-05-10 00:00:19,85.36.130.191,69.236.208.79,3996.0,48023.0,TCP,DENY
2023-08-10 12:57:28,131.156.96.213,65.55.248.137,24096.0,15174.0,TCP,ALLOW
2023-07-12 13:09:09,184.196.155.158,63.99.228.240,,63142.0,ICMP,DENY
2023-09-13 14:19:06,31.149.19.12,28.113.235.208,46152.0,38245.0,TCP,ALLOW
2023-12-25 05:27:14,48.212.41.198,218.1.14.196,29759.0,60119.0,UDP,ALLOW
2023-09-08 01:57:16,89.40.163.158,5.243.234.6,10845.0,58457.0,ICMP,ALLOW
2023-11-19 16:30:40,95.6.123.130,174.124.232.119,59583.0,20457.0,ICMP,ALLOW
2023-11-25 07:55:42,181.154.198.205,201.117.110.190,63455.0,48187.0,ICMP,DENY
2023-03-25 21:40:47,16.183.219.99,228.103.112.194,,30084.0,ICMP,DENY
2023-08-26 07:22:09,208.153.247.105,146.93.79.182,38097.0,36048.0,UDP,ALLOW
2023-05-13 15:25:44,153.112.51.180,183.127.229.27,37411.0,6805.0,TCP,ALLOW
2023-10-22 05:05:52,77.16.51.216,177.131.63.24,5181.0,21493.0,ICMP,ALLOW
2023-06-01 10:01:21,4.139.189.170,58.175.161.161,63487.0,26717.0,TCP,ALLOW
2023-12-10 12:13:07,86.9.14.109,168.204.18.42,16190.0,1387.0,TCP,ALLOW
2023-01-28 21:03:34,244.136.192.203,84.244.211.226,34267.0,46948.0,ICMP,DENY
2023-08-09 15:31:34,163.78.178.125,246.239.18.3,20698.0,21377.0,TCP,DENY
2023-09-23 22:16:59,18.117.72.119,219.2.113.186,55702.0,60923.0,TCP,ALLOW
2023-01-07 00:26:15,109.172.7.66,89.134.122.245,39402.0,56694.0,UDP,DENY
2023-10-04 00:59:14,170.133.185.150,173.17.144.65,20915.0,47225.0,ICMP,DENY
2023-02-28 13:22:47,6.86.238.197,117.107.215.239,50785.0,45936.0,TCP,ALLOW
2023-07-21 18:05:49,147.251.23.110,166.127.244.108,51538.0,13529.0,UDP,ALLOW
2023-03-21 09:44:25,188.249.221.199,24.148.172.133,2751.0,13673.0,ICMP,ALLOW
2023-09-29 04:20:48,24.171.135.40,,21016.0,60942.0,TCP,DENY
2023-11-25 00:28:32,124.90.184.236,98.140.159.85,40942.0,47844.0,ICMP,DENY
2023-12-09 23:02:14,187.244.186.136,204.53.116.86,1443.0,54707.0,TCP,DENY
2023-08-26 19:10:25,95.236.136.233,90.230.15.3,42238.0,55134.0,UDP,ALLOW
2023-04-27 14:14:50,73.192.207.105,76.251.121.174,12702.0,32142.0,TCP,ALLOW
2023-08-26 10:33:27,80.213.73.42,200.174.206.184,15333.0,50479.0,TCP,DENY
2023-03-06 06:31:51,80.47.240.252,26.218.244.99,23890.0,9099.0,ICMP,DENY
2023-01-18 04:02:40,181.4.216.69,223.50.194.117,2619.0,37914.0,TCP,ALLOW
2023-06-18 20:32:14,35.55.212.1,37.111.162.209,36453.0,45386.0,UDP,ALLOW
2023-11-20 04:38:59,96.63.193.13,220.165.49.31,25953.0,25487.0,TCP,DENY
2023-11-28 17:31:54,138.72.200.77,226.76.164.164,62331.0,38347.0,TCP,ALLOW
2023-06-14 00:33:56,171.90.77.250,167.3.84.51,57985.0,33459.0,TCP,ALLOW
2023-07-25 09:43:32,95.184.134.134,218.45.205.56,23316.0,28077.0,ICMP,ALLOW
2023-11-06 12:41:15,134.20.36.96,32.54.174.3,56936.0,4147.0,TCP,ALLOW
2023-04-06 04:34:29,155.17.149.106,15.174.83.62,16032.0,435.0,UDP,DENY
2023-01-05 11:03:24,111.102.233.66,71.148.53.181,246.0,42396.0,TCP,ALLOW
2023-09-03 13:15:56,244.49.139.246,106.137.239.135,337.0,26027.0,ICMP,DENY
2023-04-20 12:50:42,152.163.156.20,63.26.74.23,16954.0,14071.0,TCP,DENY
2023-08-18 18:38:05,227.157.180.221,143.27.101.140,42761.0,44283.0,TCP,ALLOW
2023-10-28 17:32:26,143.169.74.143,216.106.83.231,46956.0,35152.0,TCP,DENY
2023-01-11 15:54:22,22.17.239.18,128.70.121.26,39531.0,15854.0,TCP,DENY
2023-12-19 07:30:38,236.154.25.58,54.110.24.43,56964.0,35181.0,TCP,ALLOW
2023-01-21 15:17:39,57.229.52.160,248.178.198.46,19931.0,23264.0,ICMP,DENY
2023-10-21 23:37:52,122.156.187.200,167.81.166.54,53907.0,715.0,TCP,ALLOW
2023-12-27 11:28:26,107.194.28.81,,6667.0,51393.0,UDP,ALLOW
2023-12-30 19:36:01,178.65.136.191,20.126.245.186,12457.0,3660.0,ICMP,ALLOW
2023-10-10 18:32:41,226.96.234.131,76.20.15.106,27199.0,7027.0,TCP,ALLOW
2023-02-10 21:41:28,,129.164.232.25,7714.0,21239.0,TCP,DENY
2023-12-23 15:58:34,169.170.42.70,169.75.149.228,1325.0,18373.0,ICMP,ALLOW
2023-02-08 01:08:28,8.150.196.167,14.10.1.254,6642.0,56777.0,ICMP,ALLOW
2023-06-26 10:56:10,57.204.240.119,209.58.70.7,7700.0,29185.0,UDP,DENY
2023-06-27 20:11:42,188.229.40.202,51.66.129.141,24002.0,6335.0,TCP,DENY
2023-04-04 17:11:57,254.244.104.190,219.50.174.48,34898.0,7852.0,TCP,DENY
2023-11-03 04:36:36,24.60.145.60,41.192.172.155,45027.0,17467.0,ICMP,ALLOW
2023-02-06 17:27:06,115.58.16.124,174.23.59.146,13556.0,31658.0,TCP,DENY
2023-06-09 16:22:55,109.155.107.120,57.116.200.184,45996.0,53039.0,ICMP,DENY
2023-05-11 06:41:04,200.65.10.103,146.86.164.23,6702.0,4333.0,UDP,DENY
2023-01-12 07:06:26,229.221.82.39,196.126.123.187,31324.0,58198.0,ICMP,DENY
2023-08-16 23:46:16,223.245.179.170,7.187.187.141,3141.0,52312.0,UDP,DENY
2023-08-06 05:34:15,175.4.141.92,29.224.162.65,35199.0,58259.0,UDP,DENY
2023-07-31 11:14:29,228.41.70.80,153.235.219.142,33823.0,33781.0,UDP,ALLOW
2023-05-24 10:16:46,9.195.88.88,10.179.169.41,16201.0,35443.0,UDP,DENY
2023-05-26 02:03:02,12.82.243.222,124.195.67.164,46236.0,49031.0,ICMP,DENY
2023-11-17 10:01:03,198.7.217.156,228.186.50.145,3631.0,10009.0,ICMP,ALLOW
2023-07-21 14:24:59,236.113.146.241,206.206.187.191,58789.0,30393.0,ICMP,ALLOW
2023-09-19 20:20:10,44.225.237.242,86.178.176.66,53373.0,48700.0,TCP,DENY
2023-07-11 10:36:16,76.10.217.84,207.123.3.216,64836.0,53501.0,UDP,ALLOW
2023-03-05 22:04:14,52.59.25.200,53.218.157.177,37382.0,4484.0,TCP,ALLOW
2023-08-11 01:25:04,19.201.85.184,159.114.102.5,13270.0,24552.0,TCP,ALLOW
2023-03-19 18:29:50,154.168.246.221,246.62.172.201,47402.0,20573.0,TCP,DENY
2023-02-17 17:33:22,74.53.252.16,75.214.36.57,58300.0,14522.0,ICMP,ALLOW
2023-10-06 11:19:32,176.168.252.54,86.42.47.27,29790.0,6539.0,ICMP,ALLOW
2023-05-29 03:23:44,44.92.241.26,180.233.149.83,19057.0,8588.0,TCP,ALLOW
2023-03-08 00:58:35,38.61.28.24,110.9.54.34,51383.0,53752.0,TCP,DENY
2023-05-09 22:41:30,abc.def.ghi.jkl,62.11.42.98,12917.0,14671.0,TCP,ALLOW
2023-06-12 01:44:28,115.200.72.100,193.10.254.241,38652.0,51434.0,TCP,DENY
2023-05-11 22:35:04,112.195.170.201,220.69.155.247,54485.0,47159.0,ICMP,ALLOW
2023-10-30 19:08:21,151.78.242.64,26.196.140.177,48171.0,52687.0,UDP,DENY
2023-10-30 00:20:22,126.188.111.112,82.246.14.133,18407.0,41668.0,ICMP,DENY
2023-08-25 07:14:09,86.245.142.234,6.119.31.103,8750.0,16453.0,TCP,DENY
2023-03-05 18:14:05,240.22.51.114,79.225.228.35,29513.0,14280.0,UDP,ALLOW
2023-12-23 05:19:56,29.177.196.110,89.152.248.67,62848.0,40887.0,TCP,DENY
2023-05-28 17:54:27,222.177.61.197,214.186.64.242,21012.0,5073.0,UDP,DENY
2023-10-03 01:52:20,106.17.53.226,198.17.50.145,31245.0,34179.0,ICMP,ALLOW
2023-05-18 12:25:10,78.68.168.61,86.219.220.131,41892.0,59691.0,UDP,ALLOW
2023-02-06 20:30:43,108.65.13.59,79.128.119.116,23255.0,19136.0,UDP,DENY
2023-09-28 05:16:06,254.4.222.32,177.208.117.49,14870.0,38762.0,UDP,ALLOW
2023-11-04 06:33:13,188.101.86.38,22.97.40.201,50418.0,12066.0,TCP,DENY
2023-04-16 02:34:28,46.213.251.165,63.84.198.200,40167.0,55174.0,TCP,ALLOW
2023-03-06 11:37:48,129.26.185.32,255.107.35.65,64987.0,13053.0,ICMP,DENY
2023-02-25 23:34:12,189.45.102.173,119.65.178.3,49520.0,4655.0,TCP,ALLOW
2023-08-10 17:34:16,250.5.217.93,198.67.236.104,31089.0,20825.0,UDP,DENY
2023-04-21 07:42:52,163.49.39.223,105.32.87.89,36189.0,13876.0,UDP,ALLOW
2023-10-05 22:59:55,57.22.75.35,69.150.47.200,39430.0,14595.0,TCP,ALLOW
2023-09-22 09:42:12,,16.242.80.168,65310.0,25657.0,UDP,DENY
2023-06-05 06:06:03,7.209.233.234,39.236.202.25,53019.0,26050.0,UDP,ALLOW
2023-09-20 17:40:36,128.208.127.48,92.29.28.144,44282.0,10588.0,UDP,ALLOW
2023-06-21 09:22:44,82.231.208.251,21.95.47.241,50285.0,27059.0,ICMP,DENY
2023-10-09 15:22:50,41.218.84.123,51.198.152.102,11128.0,28043.0,TCP,ALLOW
2023-11-18 16:27:22,121.141.24.183,247.36.98.34,58135.0,4913.0,TCP,DENY
2023-02-05 16:04:50,50.28.56.73,135.49.142.82,2757.0,40858.0,ICMP,DENY
2023-01-20 14:16:20,21.160.181.250,2.175.221.85,8319.0,41.0,UDP,ALLOW
2023-03-10 07:28:28,40.73.108.224,36.146.198.199,12390.0,361.0,UDP,ALLOW
2023-10-22 07:48:29,200.91.100.164,68.171.229.21,2059.0,44014.0,UDP,DENY
2023-05-16 02:01:50,217.110.222.42,91.236.100.180,24735.0,34574.0,ICMP,DENY
2023-01-27 16:39:02,137.137.74.67,2.59.157.94,20197.0,1817.0,UDP,ALLOW
2023-06-16 23:15:45,251.172.196.171,108.93.226.17,11436.0,17865.0,TCP,DENY
2023-12-11 18:25:14,97.170.205.187,68.129.171.13,55228.0,49128.0,UDP,DENY
2023-08-02 00:06:28,142.24.235.39,163.40.128.113,18926.0,6417.0,UDP,ALLOW
2023-12-19 20:29:24,98.27.93.222,222.150.85.149,53940.0,8940.0,UDP,DENY
2023-06-26 12:38:32,66.101.30.1,243.126.130.190,52512.0,23255.0,ICMP,ALLOW
2023-03-21 17:29:41,85.210.208.111,218.236.56.183,18954.0,60594.0,UDP,DENY
2023-07-18 10:05:29,21.20.184.29,208.201.210.151,8414.0,59277.0,TCP,DENY
2023-01-12 01:56:12,198.254.186.226,60.200.15.175,51676.0,39618.0,TCP,ALLOW
2023-01-21 15:19:12,128.164.205.110,215.96.116.192,22013.0,36609.0,UDP,DENY
2023-03-20 03:06:39,28.34.95.79,113.255.101.177,26372.0,27302.0,UDP,DENY
2023-12-15 03:48:11,162.59.254.159,251.175.185.154,15037.0,4180.0,UDP,DENY
2023-09-30 06:08:03,149.184.145.93,209.207.0.188,10256.0,35112.0,UDP,ALLOW
2023-03-15 07:36:53,194.41.127.234,115.137.120.172,59987.0,30806.0,UDP,DENY
2023-03-16 01:49:50,52.228.134.249,129.91.168.31,27185.0,51358.0,TCP,ALLOW
2023-07-04 15:12:01,70.157.208.81,219.212.107.199,3729.0,17197.0,TCP,DENY
2023-09-18 09:35:51,234.28.46.236,126.187.10.208,48644.0,23039.0,TCP,DENY
2023-05-11 12:15:22,33.127.85.22,100.168.132.5,62615.0,53795.0,TCP,ALLOW
2023-02-02 09:29:52,138.219.83.145,32.29.115.95,9118.0,35848.0,UDP,DENY
2023-03-20 19:24:29,65.203.121.160,14.172.146.169,13894.0,61032.0,TCP,DENY
2023-10-08 03:23:42,115.106.200.74,,19293.0,37153.0,UDP,DENY
2023-10-11 15:28:35,44.177.94.155,65.240.134.77,33540.0,16734.0,ICMP,ALLOW
2023-06-29 21:00:16,132.34.126.152,154.99.108.102,51666.0,29519.0,TCP,ALLOW
2023-07-19 20:27:33,136.132.180.5,166.67.161.249,55080.0,44950.0,UDP,DENY
2023-06-26 17:41:02,12.201.140.192,204.235.212.105,9975.0,50512.0,UDP,ALLOW
2023-08-25 17:23:23,19.35.20.60,201.12.198.231,40584.0,45601.0,TCP,DENY
2023-06-30 13:45:47,116.34.122.82,245.99.169.180,45268.0,13871.0,ICMP,DENY
2023-11-17 03:02:30,221.43.194.218,164.135.85.231,5279.0,53483.0,UDP,DENY
2023-08-31 07:27:38,147.33.112.248,183.48.172.159,32169.0,55625.0,UDP,DENY
2023-06-28 20:44:29,12.242.158.3,251.68.236.9,14407.0,35831.0,,DENY
2023-07-01 08:49:20,121.234.22.47,193.56.43.116,33773.0,46174.0,UDP,ALLOW
2023-01-31 23:08:09,175.128.255.222,179.233.117.170,10875.0,57495.0,TCP,DENY
2023-01-16 22:15:02,150.140.112.38,46.69.211.109,16775.0,61644.0,TCP,DENY
2023-12-08 23:25:37,230.186.183.137,16.200.210.182,12333.0,63168.0,UDP,DENY
2023-06-18 16:47:20,,97.230.19.65,20017.0,27464.0,UDP,ALLOW
2023-12-30 10:47:55,90.40.120.119,59.215.209.35,31435.0,31792.0,ICMP,ALLOW
2023-05-21 09:46:57,109.39.70.193,33.153.186.234,53709.0,32987.0,UDP,ALLOW
2023-10-10 18:23:42,199.236.21.101,67.49.244.88,10175.0,17264.0,UDP,DENY
2023-12-01 04:54:17,35.139.206.95,42.125.194.183,16379.0,64412.0,ICMP,ALLOW
2023-12-17 06:55:16,195.55.203.224,216.242.180.195,23862.0,64622.0,TCP,ALLOW
2023-06-07 11:35:50,244.103.147.57,3.180.157.250,64925.0,55484.0,,ALLOW
2023-12-25 23:43:18,32.181.29.144,166.85.121.220,60276.0,6925.0,ICMP,DENY
2023-05-23 08:14:39,222.167.175.185,30.247.215.249,52245.0,37301.0,UDP,DENY
2023-04-26 21:05:29,209.180.114.112,176.75.54.59,55311.0,48935.0,ICMP,DENY
2023-09-27 17:51:30,9.17.251.112,44.85.98.77,28629.0,43361.0,UDP,ALLOW
2023-04-08 02:49:01,149.76.243.234,167.102.186.230,62309.0,40134.0,TCP,DENY
2023-11-18 05:50:53,73.10.198.72,124.177.182.12,40663.0,30108.0,TCP,ALLOW
2023-06-24 17:24:41,247.42.4.51,254.218.255.142,19620.0,42449.0,ICMP,DENY
2023-07-30 18:10:41,180.77.88.183,204.164.36.204,62810.0,43461.0,ICMP,DENY
2023-07-30 21:47:44,198.68.151.249,68.69.225.221,22009.0,35639.0,TCP,ALLOW
2023-09-07 16:00:21,10.89.177.234,8.33.172.116,10315.0,22390.0,TCP,ALLOW
2023-05-24 20:39:55,148.224.5.120,252.191.16.90,30000.0,28661.0,ICMP,ALLOW
2023-07-06 08:06:54,217.30.160.141,73.139.83.134,18111.0,36633.0,ICMP,DENY
2023-10-22 20:02:50,238.37.30.119,166.37.7.4,31452.0,38403.0,ICMP,DENY
2023-07-14 04:13:49,149.135.160.140,44.204.197.131,56147.0,38062.0,UDP,ALLOW
2023-12-11 02:22:33,83.139.180.146,241.77.162.30,45976.0,32974.0,TCP,ALLOW
2023-02-18 00:58:58,37.242.206.218,152.233.229.47,3412.0,3068.0,TCP,ALLOW
2023-05-09 07:38:03,15.229.116.55,171.13.105.85,50224.0,21917.0,UDP,ALLOW
2023-08-17 06:23:01,142.59.116.183,38.19.177.81,64300.0,18766.0,,ALLOW
2023-06-28 01:37:10,60.236.64.85,239.182.181.247,11813.0,24075.0,ICMP,ALLOW
2023-03-29 01:36:47,120.38.125.173,139.7.14.203,50943.0,27429.0,TCP,ALLOW
2023-03-03 17:54:38,254.183.122.144,229.176.127.227,42789.0,25958.0,ICMP,ALLOW
2023-08-11 19:33:00,165.80.228.13,30.61.18.176,29991.0,13578.0,ICMP,DENY
2023-11-21 17:15:19,164.58.205.97,199.164.169.215,51279.0,2932.0,TCP,DENY
2023-08-01 19:01:44,165.69.233.205,169.206.50.133,7157.0,32089.0,UDP,DENY
2023-05-17 04:59:51,120.65.36.112,187.108.249.82,10295.0,8358.0,UDP,ALLOW
2023-06-15 02:01:25,186.84.160.163,234.233.158.3,45342.0,8768.0,ICMP,ALLOW
2023-02-20 06:35:38,162.118.56.149,179.132.41.118,23341.0,7143.0,TCP,ALLOW
2023-04-24 14:42:39,116.231.114.222,56.169.10.73,30669.0,54756.0,,ALLOW
2023-01-09 13:19:37,74.144.241.73,2.163.206.117,58555.0,17340.0,ICMP,DENY
2023-12-29 09:47:32,22.85.12.135,31.242.148.221,1102.0,4767.0,UDP,DENY
2023-05-25 23:02:03,150.253.193.115,106.29.90.42,4777.0,50797.0,ICMP,ALLOW
2023-02-22 01:01:11,138.189.11.127,195.168.136.73,10552.0,48843.0,TCP,ALLOW
2023-12-19 03:54:58,53.142.89.230,23.191.87.194,52284.0,47606.0,UDP,ALLOW
2023-02-17 00:06:02,135.29.60.124,38.155.106.19,45385.0,2112.0,TCP,
2023-05-29 18:53:29,214.160.128.15,52.189.65.62,32131.0,60042.0,UDP,ALLOW
2023-04-19 10:43:27,212.35.223.231,153.213.114.188,15629.0,26436.0,ICMP,DENY
2023-08-08 22:25:05,145.75.52.149,202.247.229.190,51036.0,14844.0,ICMP,ALLOW
2023-10-24 20:30:37,177.166.166.178,204.248.196.142,4997.0,47661.0,UDP,DENY
2023-04-22 05:58:26,abc.def.ghi.jkl,79.154.249.17,50637.0,-1.0,ICMP,ALLOW
2023-07-16 12:00:58,80.101.166.189,161.130.141.37,9908.0,56017.0,TCP,DENY
2023-09-10 03:08:44,5.46.37.233,194.117.197.246,6633.0,,TCP,ALLOW
2023-04-30 05:30:36,207.143.142.69,167.46.93.165,40350.0,6376.0,ICMP,ALLOW
2023-08-30 13:54:03,205.163.230.45,48.124.246.134,27280.0,56238.0,ICMP,DENY
2023-04-15 13:16:18,67.177.97.132,45.168.117.152,21446.0,10296.0,UDP,ALLOW
2023-09-17 21:09:50,223.233.192.39,129.52.5.20,62957.0,39328.0,UDP,DENY
2023-03-30 15:38:35,248.136.101.92,187.93.30.210,25104.0,35716.0,ICMP,ALLOW
2023-12-11 00:00:06,34.141.206.186,129.128.80.221,41921.0,1470.0,UDP,DENY
2023-12-09 09:34:45,17.141.107.100,95.77.161.189,62027.0,14465.0,TCP,ALLOW
2023-03-16 20:50:28,37.103.162.33,230.198.210.247,53602.0,49618.0,UDP,ALLOW
2023-08-05 08:21:11,77.75.41.206,227.70.127.51,47222.0,3888.0,UDP,ALLOW
2023-02-13 14:01:23,79.111.250.231,35.55.213.143,21801.0,33885.0,ICMP,DENY
2023-04-21 17:40:33,46.4.166.143,77.247.124.202,20367.0,63126.0,ICMP,DENY
2023-02-18 02:24:54,23.62.93.36,91.244.54.42,21541.0,45523.0,UDP,ALLOW
2023-07-02 19:47:21,128.42.47.68,59.74.110.41,61568.0,42043.0,UDP,DENY
2023-09-13 09:08:27,166.31.244.68,105.168.202.73,59698.0,56272.0,ICMP,DENY
2023-10-26 16:09:17,57.34.134.66,148.151.103.235,27481.0,49927.0,UDP,DENY
2023-01-07 00:26:15,109.172.7.66,89.134.122.245,39402.0,56694.0,UDP,DENY
2023-10-07 14:21:24,141.255.148.80,125.151.181.247,55229.0,14044.0,UDP,DENY
2023-09-22 11:20:35,74.39.182.170,83.153.128.70,53084.0,18487.0,,DENY
2023-05-08 03:50:13,28.74.124.131,104.157.186.87,6799.0,51596.0,UDP,ALLOW
2023-07-10 16:31:43,226.86.71.96,202.152.241.67,38444.0,70000.0,ICMP,DENY
2023-01-19 13:42:18,160.124.223.173,224.106.99.34,35013.0,6791.0,ICMP,ALLOW
2023-09-25 06:41:40,20.31.165.216,120.129.214.155,24376.0,41396.0,ICMP,ALLOW
2023-08-18 07:07:32,29.161.83.76,96.245.161.96,40513.0,8442.0,UDP,DENY
2023-04-23 05:02:31,207.250.181.20,46.251.212.108,14849.0,38718.0,ICMP,DENY
2023-06-21 08:17:37,95.7.46.92,33.72.134.74,14946.0,3424.0,UDP,DENY
2023-06-16 01:51:50,126.17.148.233,30.196.115.215,48883.0,59564.0,ICMP,DENY
2023-10-18 18:54:56,195.74.161.173,26.194.127.218,9736.0,8029.0,ICMP,ALLOW
2023-09-19 08:23:42,113.69.10.90,202.155.158.239,34546.0,15489.0,ICMP,ALLOW
2023-01-14 19:44:18,236.85.255.1,235.155.179.25,30734.0,6008.0,ICMP,ALLOW
2023-10-21 03:18:10,112.120.28.201,196.169.131.251,7156.0,39997.0,TCP,ALLOW
2023-11-20 07:04:37,31.168.155.34,194.111.6.147,30667.0,41822.0,TCP,ALLOW
2023-05-13 23:44:01,71.76.191.247,124.115.50.158,52259.0,42617.0,UDP,DENY
2023-10-05 06:28:12,220.72.155.50,32.92.94.128,4710.0,3683.0,UDP,ALLOW
2023-11-09 20:47:16,202.183.39.3,60.135.196.167,57820.0,10467.0,ICMP,ALLOW
2023-07-27 09:12:51,107.73.63.233,166.93.241.148,49004.0,36572.0,ICMP,DENY
2023-01-30 15:05:51,248.76.144.158,226.56.5.20,1310.0,56172.0,UDP,ALLOW
2023-01-12 00:58:28,156.131.78.192,165.217.207.19,33623.0,42119.0,ICMP,DENY
2023-11-16 21:20:01,208.50.26.247,253.204.190.39,10119.0,40456.0,TCP,DENY
2023-12-23 00:54:16,100.18.114.176,224.77.61.40,13435.0,11487.0,UDP,DENY
2023-05-14 04:48:42,67.80.222.57,157.8.173.3,47411.0,32346.0,UDP,ALLOW
2023-10-17 10:49:06,29.94.184.95,53.34.23.24,6340.0,13191.0,ICMP,ALLOW
2023-10-31 11:23:00,201.114.13.159,137.198.139.231,32155.0,38855.0,ICMP,DENY
2023-07-29 10:33:03,185.196.21.12,153.224.190.27,2585.0,19068.0,ICMP,DENY
2023-01-23 19:16:27,44.130.131.193,109.210.80.183,54087.0,39812.0,UDP,ALLOW
2023-11-14 13:22:16,4.192.171.49,70.204.96.12,28242.0,28468.0,ICMP,ALLOW
2023-08-07 09:18:48,252.164.27.250,192.168..1,25985.0,48383.0,UDP,DENY
2023-03-27 17:08:28,96.248.41.61,76.41.90.111,13869.0,16995.0,UDP,DENY
2023-10-26 12:26:35,19.18.27.120,168.55.86.197,50618.0,19851.0,TCP,ALLOW
2023-05-15 11:07:00,92.106.181.86,158.110.107.102,32780.0,47205.0,TCP,DENY
2023-12-23 15:42:35,7.96.176.75,98.25.70.19,20044.0,50618.0,TCP,ALLOW
2023-12-16 16:37:30,208.144.248.30,211.165.182.160,17638.0,21045.0,ICMP,DENY
2023-09-15 10:53:14,5.136.138.83,40.216.164.224,51465.0,6125.0,TCP,ALLOW
2023-06-02 02:43:40,12.83.62.43,209.73.107.9,21097.0,44444.0,ICMP,DENY
2023-07-25 17:05:57,125.117.214.74,53.202.230.17,42025.0,46637.0,ICMP,ALLOW
2023-07-02 20:36:46,176.54.44.147,153.1.126.51,40162.0,62080.0,ICMP,DENY
2023-08-20 08:22:40,122.60.116.95,63.246.169.177,52962.0,51914.0,TCP,DENY
2023-08-21 14:23:52,143.4.117.142,184.23.68.143,59283.0,17135.0,UDP,ALLOW
2023-07-13 06:01:27,230.111.78.137,101.212.157.24,34567.0,14950.0,UDP,DENY
2023-06-30 03:35:08,28.216.240.188,189.166.63.51,8913.0,52710.0,TCP,DENY
2023-12-15 18:53:20,89.109.145.214,201.49.120.172,52191.0,40130.0,UDP,ALLOW
